,online_order,book_table,rate,votes,rest_type,cuisines,cost,menu_item,type,city
29674,1,0,3.8,178,27,2026,800.0,8778,4,17
29675,1,0,3.7,32,27,1761,700.0,8778,4,17
29676,1,0,3.8,19,27,2256,400.0,8778,4,17
29677,1,1,4.2,767,27,1945,1700.0,8778,4,17
29678,0,0,3.9,740,10,18,1400.0,8778,4,17
29679,1,0,3.8,75,27,1068,750.0,8778,4,17
29680,1,1,3.9,144,27,1025,1000.0,8778,4,17
29681,1,1,4.0,1515,19,622,900.0,8778,4,17
29682,1,1,4.0,1515,19,622,900.0,8778,4,17
29683,1,0,4.0,457,27,1761,650.0,8778,4,17
29684,0,0,3.9,70,8,1834,1500.0,8778,4,17
29685,1,0,4.1,306,19,657,600.0,8778,4,17
29686,1,0,4.1,992,19,647,600.0,8778,4,17
29687,1,0,4.2,169,19,675,700.0,8778,4,17
29688,1,1,3.7,291,27,96,750.0,8778,4,17
29689,1,0,4.1,65,22,719,700.0,8778,4,17
29690,1,1,4.0,797,27,1761,900.0,8778,4,17
29691,1,1,4.0,281,28,1197,1500.0,8778,4,17
29692,1,0,4.1,894,19,636,800.0,8778,4,17
29693,0,0,3.9,34,8,2382,1000.0,8778,4,17
29694,0,1,3.9,282,28,1128,1000.0,8778,4,17
29695,1,0,3.7,483,27,1146,800.0,8778,4,17
29696,0,0,4.2,226,19,773,200.0,8778,4,17
29697,1,1,3.9,598,8,1369,1200.0,8778,4,17
29698,1,1,4.0,1390,27,1035,1100.0,8778,4,17
29699,1,0,3.9,457,27,792,1000.0,8778,4,17
29700,1,0,4.0,515,27,876,750.0,8778,4,17
29701,0,0,4.1,100,27,16,600.0,8778,4,17
29702,1,0,3.5,889,27,2080,650.0,8778,4,17
29703,1,0,3.9,475,27,2225,600.0,8778,4,17
29704,0,0,4.2,270,76,1130,1400.0,8778,4,17
29705,1,0,4.1,616,27,230,500.0,8778,4,17
29706,1,0,4.0,108,27,1761,500.0,8778,4,17
29707,0,1,4.2,117,27,2155,800.0,8778,4,17
29708,1,0,3.6,32,19,779,500.0,8778,4,17
29709,0,0,4.0,1209,19,651,650.0,8778,4,17
29710,0,0,4.1,172,19,595,650.0,8778,4,17
29711,1,1,4.4,103,19,630,700.0,8778,4,17
29712,1,0,3.7,130,28,977,1200.0,8778,4,17
29713,1,0,4.0,782,27,1513,750.0,8778,4,17
29714,1,0,4.1,61,19,708,600.0,8778,4,17
29715,0,0,3.7,25,65,1857,300.0,8778,4,17
29716,1,0,3.8,267,27,1759,650.0,8778,4,17
29717,0,0,3.8,674,73,41,1700.0,8778,4,17
29718,0,1,4.1,354,49,1198,2000.0,8778,4,17
29719,0,0,4.1,324,19,569,700.0,8778,4,17
29720,1,0,3.9,454,27,302,600.0,8778,4,17
29721,0,0,4.0,293,17,2592,250.0,8778,4,17
29722,0,1,4.3,106,27,1772,1000.0,8778,4,17
29723,0,0,3.9,107,8,1346,1500.0,8778,4,17
29724,1,0,2.8,152,27,1852,700.0,8778,4,17
29725,0,0,3.7,107,27,1860,500.0,8778,4,17
29726,0,0,3.8,38,27,2210,900.0,8778,4,17
29727,1,0,3.7,26,78,1606,400.0,8778,4,17
29728,1,0,2.9,13,27,2086,600.0,8778,4,17
29729,1,0,3.9,293,59,2571,250.0,8778,4,17
29730,1,0,3.4,31,27,2474,700.0,8778,4,17
29731,1,0,3.8,94,27,1917,600.0,8778,4,17
29732,1,0,3.9,332,27,950,600.0,8778,4,17
29733,1,1,4.2,325,27,1851,800.0,8778,4,17
29734,1,0,3.700448817952717,0,27,1204,1500.0,8778,4,17
29735,1,0,3.6,165,27,1834,500.0,8778,4,17
29736,1,0,4.0,69,27,1655,1000.0,8778,4,17
29737,1,0,3.8,38,27,1761,500.0,8778,4,17
29738,1,0,3.9,523,27,956,500.0,8778,4,17
29739,1,1,3.7,1015,8,1023,1300.0,8778,4,17
29740,0,0,3.7,73,90,1694,250.0,8778,4,17
29741,1,0,3.7,24,19,557,550.0,8778,4,17
29742,1,0,3.5,74,27,1550,600.0,8778,4,17
29743,1,0,3.8,222,27,868,600.0,8778,4,17
29744,1,0,3.9,395,27,1383,750.0,8778,4,17
29745,1,0,4.1,507,19,618,600.0,8778,4,17
29746,0,0,3.8,27,19,557,450.0,8778,4,17
29747,0,0,2.5,547,27,1761,450.0,8778,4,17
29748,0,0,3.5,17,27,1834,800.0,8778,4,17
29749,0,0,3.5,20,27,2469,400.0,8778,4,17
29750,0,1,3.8,170,8,2469,1300.0,8778,4,17
29751,1,0,3.1,121,27,1834,500.0,8778,4,17
29752,1,0,2.7,249,27,2491,400.0,8778,4,17
29753,1,1,4.1,221,27,1761,1000.0,8778,4,17
29754,0,0,3.7,19,17,346,300.0,8778,4,17
29755,0,0,3.5,14,27,880,1000.0,8778,4,17
29756,1,0,4.0,275,19,557,500.0,8778,4,17
29757,1,0,3.5,34,88,1692,250.0,8778,4,17
29758,0,0,2.8,289,27,2489,250.0,8778,4,17
29759,1,0,3.6,243,27,2343,800.0,8778,4,17
29760,0,0,2.7,47,27,1761,800.0,8778,4,17
29761,0,0,3.7,68,8,1353,1000.0,8778,4,17
29762,1,0,3.6,45,27,1576,700.0,8778,4,17
29763,1,0,3.8,57,27,2359,700.0,8778,4,17
29764,1,0,3.5,9,10,1374,700.0,8778,4,17
29765,0,0,3.4,7,27,2163,1000.0,8778,4,17
29766,0,0,2.8,227,19,557,450.0,8778,4,17
29767,0,0,3.3,5,28,2136,700.0,8778,4,17
29768,1,0,3.7,47,27,1853,800.0,8778,4,17
29769,1,0,3.8,215,27,1681,700.0,8778,4,17
29770,1,0,3.4,34,27,2062,650.0,8778,4,17
29771,0,0,3.5,11,60,1346,1600.0,8778,4,17
29772,0,0,3.0,25,8,1353,2300.0,8778,4,17
29773,0,0,3.700448817952717,0,27,1834,800.0,8778,4,17
29774,0,0,3.700448817952717,0,27,915,500.0,8778,4,17
29775,1,0,3.2,15,93,388,250.0,8778,4,17
29776,1,0,3.7,93,78,2152,300.0,8778,4,17
29777,0,0,3.5,8,17,351,250.0,8778,4,17
29778,0,0,3.6,54,78,1955,400.0,8778,4,17
29779,0,0,3.8,29,8,1834,800.0,8778,4,17
29780,0,0,3.2,6,17,1531,100.0,8778,4,17
29781,0,0,3.8,152,76,48,1500.0,8778,4,17
29782,0,0,3.7,46,19,622,600.0,8778,4,17
29783,0,0,3.8,40,27,2410,500.0,8778,4,17
29784,0,0,3.3,4,19,686,400.0,8778,4,17
29785,0,0,2.9,12,19,751,500.0,8778,4,17
29786,1,0,3.6,23,27,1872,800.0,8778,4,17
29787,0,0,3.6,17,19,685,300.0,8778,4,17
29788,0,0,3.700448817952717,0,65,85,300.0,8778,4,17
29789,0,0,3.700448817952717,0,39,966,300.0,8778,4,17
29790,0,0,3.700448817952717,0,48,1761,350.0,8778,4,17
29791,0,0,3.700448817952717,0,27,2474,500.0,8778,4,17
29792,0,0,3.700448817952717,0,78,2381,200.0,8778,4,17
29793,0,0,4.0,138,27,1778,800.0,8778,4,17
29794,1,0,3.5,14,19,557,500.0,8778,4,17
29795,1,0,3.700448817952717,0,48,1800,250.0,8778,4,17
29796,0,0,3.4,18,65,388,250.0,8778,4,17
29797,0,0,3.3,4,8,1834,1000.0,8778,4,17
29798,0,0,3.5,11,93,1834,400.0,8778,4,17
29799,0,0,3.2,4,19,567,600.0,8778,4,17
29800,0,0,3.2,13,78,388,200.0,8778,4,17
29801,0,0,3.3,6,27,978,900.0,8778,4,17
29802,0,0,2.7,61,78,129,500.0,8778,4,17
29803,0,0,3.4,21,78,1608,350.0,8778,4,17
29804,0,0,3.2,4,78,2410,300.0,8778,4,17
29805,0,0,3.700448817952717,0,39,465,500.0,8778,4,17
29806,0,0,3.700448817952717,0,19,622,500.0,8778,4,17
29807,0,0,3.700448817952717,0,27,2480,400.0,8778,4,17
29808,1,0,3.4,356,78,1761,350.0,8778,4,17
29809,1,0,3.5,5,27,792,800.0,8778,4,17
29810,1,0,3.8,214,27,2054,700.0,8778,4,17
29811,1,0,3.9,327,27,56,500.0,8778,4,17
29812,1,0,3.6,10,27,1951,700.0,8778,4,17
29813,0,1,3.7,81,60,1346,1200.0,8778,4,17
29814,1,0,3.8,230,19,635,600.0,8778,4,17
29815,1,0,3.7,52,19,731,450.0,8778,4,17
29816,1,0,4.1,1963,78,1680,600.0,8778,4,17
29817,1,0,4.3,3618,78,2555,400.0,8778,4,17
29818,0,0,4.2,1534,78,1904,600.0,8778,4,17
29819,0,0,4.2,94,78,1761,400.0,8778,4,17
29820,1,0,3.8,53,78,1390,350.0,8778,4,17
29821,1,0,3.9,44,78,974,550.0,8778,4,17
29822,1,0,4.1,506,78,1511,600.0,8778,4,17
29823,1,0,4.3,220,78,1628,300.0,8778,4,17
29824,1,0,4.2,534,78,2617,450.0,8778,4,17
29825,1,0,4.3,656,78,2381,250.0,8778,4,17
29826,1,0,4.0,62,78,1492,400.0,8778,4,17
29827,1,0,4.3,193,78,2576,300.0,8778,4,17
29828,1,1,4.3,343,78,1179,450.0,8778,4,17
29829,0,0,3.7,468,78,2381,200.0,8778,4,17
29830,1,0,4.3,279,78,1761,450.0,8778,4,17
29831,1,0,4.0,138,78,2510,250.0,8778,4,17
29832,1,0,4.1,271,78,197,500.0,8778,4,17
29833,1,0,4.2,195,40,1181,400.0,8778,4,17
29834,1,0,3.8,477,78,535,450.0,8778,4,17
29835,1,0,4.4,384,78,2462,300.0,8778,4,17
29836,1,0,3.8,94,78,343,250.0,8778,4,17
29837,1,0,4.0,198,78,1761,500.0,8778,4,17
29838,1,0,3.9,34,78,1761,300.0,8778,4,17
29839,0,0,3.9,140,87,2565,200.0,8778,4,17
29840,1,0,3.9,49,78,2431,400.0,751,4,17
29841,1,0,4.2,100,43,1167,900.0,8778,4,17
29842,1,0,4.0,76,78,2498,300.0,8778,4,17
29843,1,0,3.8,46,78,1247,400.0,8778,4,17
29844,1,0,3.3,911,78,1797,250.0,8778,4,17
29845,1,0,3.9,1049,78,536,600.0,8778,4,17
29846,0,0,3.700448817952717,0,78,2391,100.0,8778,4,17
29847,1,0,3.7,32,78,1321,450.0,8778,4,17
29848,1,0,3.6,23,78,1233,300.0,5199,4,17
29849,1,0,4.0,461,78,1817,500.0,8778,4,17
29850,1,0,3.9,121,78,1857,400.0,8778,4,17
29851,1,0,3.5,323,78,1633,500.0,8778,4,17
29852,1,0,3.9,213,78,524,400.0,8778,4,17
29853,1,0,4.0,212,78,1131,400.0,8778,4,17
29854,1,0,3.5,12,78,1834,250.0,8778,4,17
29855,1,0,3.9,501,78,2562,300.0,8778,4,17
29856,0,0,3.6,16,78,2474,300.0,8778,4,17
29857,0,0,3.4,6,78,1384,400.0,8778,4,17
29858,0,0,3.1,117,78,388,200.0,8778,4,17
29859,1,0,3.5,24,78,1755,350.0,8778,4,17
29860,1,0,3.9,97,78,317,500.0,8778,4,17
29861,1,0,3.9,43,78,2381,300.0,8778,4,17
29862,0,0,4.0,72,78,2583,555.4315664479959,8778,4,17
29863,1,0,3.8,28,78,530,400.0,8778,4,17
29864,1,0,3.8,36,78,1646,300.0,8778,4,17
29865,0,0,3.5,17,78,404,250.0,8778,4,17
29866,0,0,3.9,154,78,2211,200.0,8778,4,17
29867,1,0,3.9,85,78,1761,400.0,8778,4,17
29868,1,0,4.0,76,78,2316,300.0,8778,4,17
29869,1,0,3.5,10,78,1345,300.0,8778,4,17
29870,1,0,3.700448817952717,0,78,1215,300.0,8778,4,17
29871,1,0,3.8,41,78,388,200.0,8778,4,17
29872,0,0,3.8,291,43,1170,500.0,8778,4,17
29873,1,0,4.2,106,78,385,300.0,8778,4,17
29874,1,0,3.9,96,78,2012,350.0,8778,4,17
29875,1,0,3.8,108,78,602,400.0,8778,4,17
29876,0,0,3.2,6,78,388,150.0,8778,4,17
29877,0,0,3.700448817952717,0,78,1834,300.0,8778,4,17
29878,1,0,3.8,48,78,1834,300.0,8778,4,17
29879,1,0,3.6,95,78,2026,300.0,8778,4,17
29880,1,0,3.7,434,78,2152,400.0,8778,4,17
29881,0,0,4.0,99,78,2540,200.0,8778,4,17
29882,1,0,3.8,37,78,1048,200.0,8778,4,17
29883,0,0,3.700448817952717,0,78,1761,300.0,8778,4,17
29884,1,0,3.6,37,6,254,450.0,8778,4,17
29885,1,0,3.5,15,78,1761,400.0,8778,4,17
29886,1,0,4.1,322,78,1761,600.0,8778,4,17
29887,1,0,2.8,137,78,1761,500.0,8778,4,17
29888,0,0,2.7,45,78,1238,300.0,8778,4,17
29889,1,1,4.1,152,78,613,600.0,8778,4,17
29890,0,0,3.9,150,53,897,500.0,8778,4,17
29891,1,0,3.6,23,78,792,300.0,8778,4,17
29892,1,0,3.4,9,78,2381,250.0,8778,4,17
29893,0,0,3.6,28,78,2136,250.0,8778,4,17
29894,1,0,3.7,21,78,309,300.0,8778,4,17
29895,1,0,3.5,10,78,1273,200.0,8778,4,17
29896,0,0,3.5,70,78,2579,200.0,8778,4,17
29897,0,0,3.8,37,57,1584,400.0,8778,4,17
29898,1,0,3.3,10,78,1834,300.0,8778,4,17
29899,1,0,3.8,18,78,1606,200.0,8778,4,17
29900,1,0,3.700448817952717,0,78,1834,450.0,8778,4,17
29901,1,0,3.3,395,78,1761,400.0,8778,4,17
29902,1,0,3.6,97,78,1578,300.0,8778,4,17
29903,0,0,2.6,153,78,1324,300.0,8778,4,17
29904,1,0,3.9,188,78,878,400.0,8778,4,17
29905,1,0,3.9,554,78,1216,600.0,8778,4,17
29906,0,0,3.700448817952717,0,78,2381,200.0,8778,4,17
29907,0,0,3.4,8,78,409,300.0,8778,4,17
29908,0,0,4.0,203,57,303,350.0,8778,4,17
29909,0,0,3.700448817952717,0,78,388,300.0,8778,4,17
29910,0,0,3.700448817952717,0,78,1834,200.0,8778,4,17
29911,1,0,2.8,94,78,1834,300.0,8778,4,17
29912,0,0,2.8,64,78,2474,300.0,8778,4,17
29913,1,0,3.4,6,78,1779,500.0,8778,4,17
29914,0,0,2.8,53,6,280,600.0,8778,4,17
29915,0,0,3.7,35,78,1939,300.0,8778,4,17
29916,0,0,3.700448817952717,0,78,2474,250.0,8778,4,17
29917,1,0,3.6,90,78,1238,500.0,8778,4,17
29918,1,0,3.4,25,78,1761,200.0,8778,4,17
29919,1,0,3.6,41,53,1606,500.0,8778,4,17
29920,1,0,3.1,8,78,1761,300.0,8778,4,17
29921,0,0,3.6,13,78,2381,300.0,8778,4,17
29922,0,0,3.5,12,78,2381,200.0,8778,4,17
29923,0,0,3.1,39,78,1636,250.0,8778,4,17
29924,0,0,3.6,68,53,1565,550.0,8778,4,17
29925,0,0,3.8,82,78,839,200.0,8778,4,17
29926,1,0,3.7,95,78,1761,150.0,8778,4,17
29927,1,0,3.7,36,78,2279,300.0,8778,4,17
29928,1,0,3.4,65,78,502,350.0,8778,4,17
29929,1,0,3.9,241,78,2256,600.0,8778,4,17
29930,1,0,3.700448817952717,0,78,1761,400.0,8778,4,17
29931,0,0,3.6,47,78,2469,300.0,8778,4,17
29932,0,0,2.9,53,78,1623,300.0,8778,4,17
29933,0,0,3.5,8,78,2012,250.0,8778,4,17
29934,0,0,3.3,5,78,2136,200.0,8778,4,17
29935,0,0,3.700448817952717,0,78,977,400.0,8778,4,17
29936,0,0,3.700448817952717,0,78,2091,400.0,8778,4,17
29937,1,0,3.6,82,78,2306,400.0,8778,4,17
29938,1,0,3.6,21,78,2012,300.0,8778,4,17
29939,1,0,3.8,36,78,1565,300.0,8778,4,17
29940,1,0,3.5,21,78,1834,350.0,8778,4,17
29941,1,0,3.7,42,78,880,300.0,8778,4,17
29942,1,0,3.4,17,78,443,400.0,8778,4,17
29943,1,0,3.700448817952717,0,78,2146,350.0,8778,4,17
29944,1,0,4.0,270,78,1853,450.0,8778,4,17
29945,0,0,3.4,11,78,847,200.0,8778,4,17
29946,0,0,3.3,9,87,1192,150.0,8778,4,17
29947,0,0,3.8,14,78,863,350.0,8778,4,17
29948,0,0,3.8,65,78,977,550.0,8778,4,17
29949,0,0,3.6,30,78,1510,350.0,8778,4,17
29950,0,0,3.1,14,78,1545,200.0,8778,4,17
29951,0,0,3.3,6,78,1857,350.0,8778,4,17
29952,0,0,3.3,4,78,2392,300.0,8778,4,17
29953,0,0,2.9,11,78,2057,400.0,8778,4,17
29954,0,0,4.0,126,78,2331,300.0,8778,4,17
29955,0,0,3.7,23,78,2381,150.0,8778,4,17
29956,0,0,3.6,12,78,1123,650.0,8778,4,17
29957,0,0,3.4,4,78,2469,300.0,8778,4,17
29958,0,0,3.3,8,78,388,100.0,8778,4,17
29959,0,0,3.700448817952717,0,78,1256,150.0,8778,4,17
29960,0,0,3.6,21,78,2381,200.0,8778,4,17
29961,0,0,3.700448817952717,0,78,186,500.0,8778,4,17
29962,0,0,3.700448817952717,0,78,404,300.0,8778,4,17
29963,0,0,3.700448817952717,0,78,1834,250.0,8778,4,17
29964,0,0,3.700448817952717,0,78,2381,400.0,8778,4,17
29965,1,0,3.4,19,78,1565,200.0,8778,4,17
29966,1,0,3.6,72,78,1678,200.0,8778,4,17
29967,1,0,3.700448817952717,0,78,2596,150.0,8778,4,17
29968,1,0,3.8,63,78,1321,350.0,8778,4,17
29969,0,0,3.7,32,78,868,500.0,8778,4,17
29970,1,0,3.0,6,78,880,200.0,8778,4,17
29971,1,0,3.4,6,78,1236,350.0,8778,4,17
29972,0,0,3.4,9,78,2584,100.0,8778,4,17
29973,0,0,3.700448817952717,0,78,2381,150.0,8778,4,17
29974,0,0,3.2,7,78,443,200.0,8778,4,17
29975,0,0,3.700448817952717,0,78,1761,150.0,8778,4,17
29976,0,0,3.700448817952717,0,78,1761,500.0,8778,4,17
29977,0,0,3.700448817952717,0,78,1761,300.0,8778,4,17
29978,0,0,3.700448817952717,0,78,2381,100.0,8778,4,17
29979,0,0,3.700448817952717,0,78,2063,300.0,8778,4,17
29980,0,0,3.700448817952717,0,78,1834,300.0,8778,4,17
29981,0,0,3.700448817952717,0,78,1761,600.0,8778,4,17
29982,0,0,3.700448817952717,0,78,302,600.0,8778,4,17
29983,0,0,3.3,4,78,72,350.0,8778,4,17
29984,0,0,3.5,7,57,1215,300.0,8778,4,17
29985,0,0,3.3,7,78,881,250.0,8778,4,17
29986,0,0,3.3,9,78,388,200.0,8778,4,17
29987,0,0,3.700448817952717,0,78,2381,200.0,8778,4,17
29988,0,0,3.700448817952717,0,78,1761,100.0,8778,4,17
29989,0,0,3.700448817952717,0,78,1914,400.0,8778,4,17
29990,0,0,3.700448817952717,0,78,1834,200.0,8778,4,17
29991,0,0,3.2,4,78,792,150.0,8778,4,17
29992,0,0,2.3,77,78,1510,600.0,8778,4,17
29993,0,0,3.700448817952717,0,78,1761,200.0,8778,4,17
29994,0,0,3.700448817952717,0,78,2454,400.0,8778,4,17
29995,0,0,3.700448817952717,0,78,2410,300.0,8778,4,17
29996,0,0,3.700448817952717,0,78,2381,555.4315664479959,8778,4,17
29997,0,0,3.700448817952717,0,78,75,600.0,8778,4,17
29998,0,0,3.700448817952717,0,78,388,150.0,8778,4,17
29999,0,0,3.700448817952717,0,80,1225,200.0,8778,4,17
30000,1,0,3.700448817952717,0,78,125,300.0,8778,4,17
30001,0,0,3.700448817952717,0,78,918,250.0,8778,4,17
30002,0,0,3.700448817952717,0,78,1215,200.0,8778,4,17
30003,0,0,3.700448817952717,0,78,2281,200.0,8778,4,17
30004,0,0,3.700448817952717,0,78,419,250.0,8778,4,17
30005,1,0,3.0,7,78,153,400.0,8778,4,17
30006,0,0,2.9,21,78,75,450.0,8778,4,17
30007,1,0,3.3,5,78,839,100.0,8778,4,17
30008,1,0,3.3,7,78,2381,150.0,8778,4,17
30009,1,0,3.700448817952717,0,78,1715,300.0,8778,4,17
30010,1,0,3.2,5,78,880,300.0,8778,4,17
30011,1,0,3.700448817952717,0,78,1293,200.0,8778,4,17
30012,1,0,3.700448817952717,0,78,950,300.0,8778,4,17
30013,1,0,3.8,57,78,164,500.0,8778,4,17
30014,1,0,3.8,132,78,2285,300.0,8778,4,17
30015,0,0,2.8,26,78,1951,400.0,8778,4,17
30016,1,0,3.700448817952717,0,78,388,200.0,8778,4,17
30017,0,0,2.8,13,78,868,500.0,8778,4,17
30018,0,0,2.6,16,78,2381,250.0,8778,4,17
30019,1,0,3.9,151,53,2618,400.0,8778,4,17
30020,1,0,3.7,103,78,1857,400.0,8778,4,17
30021,1,0,3.4,257,78,443,250.0,8778,4,17
30022,1,0,3.700448817952717,0,78,792,300.0,8778,4,17
30023,1,0,3.7,34,78,1761,200.0,8778,4,17
30024,0,0,3.700448817952717,0,78,1834,500.0,8778,4,17
30025,1,0,3.1,53,78,1215,100.0,8778,4,17
30026,0,0,4.2,3236,32,1761,555.4315664479959,8778,4,17
30027,0,1,4.4,287,27,1095,1300.0,8778,4,17
30028,1,1,4.5,816,27,1088,800.0,8778,4,17
30029,1,1,4.5,1879,19,635,900.0,8778,4,17
30030,1,0,4.2,1295,27,160,900.0,8778,4,17
30031,1,1,4.2,1544,27,1602,800.0,8778,4,17
30032,1,0,3.9,226,27,76,500.0,8778,4,17
30033,1,1,4.1,1342,27,2080,800.0,8778,4,17
30034,0,0,4.3,317,65,1607,300.0,8778,4,17
30035,1,0,3.5,9,78,2392,300.0,8778,4,17
30036,1,0,3.9,468,27,172,700.0,8778,4,17
30037,1,0,3.7,40,78,1304,400.0,8778,4,17
30038,0,1,4.0,169,8,1346,1100.0,8778,4,17
30039,0,0,3.8,53,78,1761,300.0,8778,4,17
30040,1,0,3.9,327,27,1834,650.0,8778,4,17
30041,1,1,3.9,74,27,1951,900.0,8778,4,17
30042,0,0,3.8,70,78,1607,300.0,8778,4,17
30043,1,1,4.1,2727,27,487,800.0,8778,4,17
30044,1,1,3.9,67,27,317,600.0,8778,4,17
30045,1,0,3.9,421,27,172,800.0,8778,4,17
30046,0,0,3.8,158,61,1061,1300.0,8778,4,17
30047,1,0,3.6,386,78,443,400.0,8778,4,17
30048,1,0,3.1,53,27,2395,750.0,8778,4,17
30049,1,0,3.5,739,27,61,600.0,8778,4,17
30050,1,0,4.2,469,78,1608,400.0,8778,4,17
30051,1,0,3.9,1190,78,1834,500.0,8778,4,17
30052,0,0,3.4,5,27,880,1000.0,8778,4,17
30053,0,0,3.9,118,27,1808,800.0,8778,4,17
30054,1,0,3.6,221,27,470,600.0,8778,4,17
30055,1,0,3.7,28,19,686,400.0,8778,4,17
30056,1,0,3.8,71,27,1773,1000.0,8778,4,17
30057,0,0,4.0,140,78,1576,200.0,8778,4,17
30058,1,0,3.4,7,78,2012,300.0,8778,4,17
30059,1,0,3.6,16,78,1834,300.0,8778,4,17
30060,1,0,3.8,261,27,65,500.0,8778,4,17
30061,1,0,3.9,214,27,1894,600.0,8778,4,17
30062,0,0,3.6,39,78,1834,400.0,8778,4,17
30063,1,0,3.8,273,27,1991,900.0,8778,4,17
30064,1,0,3.9,97,78,1470,1000.0,8778,4,17
30065,1,0,3.6,45,27,1834,500.0,8778,4,17
30066,1,0,3.4,10,78,274,600.0,8778,4,17
30067,0,0,3.7,22,82,1277,300.0,8778,4,17
30068,1,0,3.7,26,27,1841,700.0,8778,4,17
30069,1,0,3.7,27,78,880,300.0,8778,4,17
30070,1,0,4.0,115,78,915,400.0,8778,4,17
30071,0,0,3.5,7,88,1692,300.0,8778,4,17
30072,1,0,3.8,100,27,2474,350.0,8778,4,17
30073,0,0,3.4,5,78,2396,200.0,8778,4,17
30074,0,0,3.8,106,27,75,700.0,8778,4,17
30075,0,0,3.4,7,78,419,300.0,8778,4,17
30076,0,0,3.8,69,20,579,700.0,8778,4,17
30077,1,0,4.1,133,78,1761,150.0,8778,4,17
30078,1,0,3.7,28,78,2016,500.0,8778,4,17
30079,1,0,3.5,12,78,1761,300.0,8778,4,17
30080,1,0,3.7,101,19,749,700.0,8778,4,17
30081,0,0,3.3,4,78,1761,100.0,8778,4,17
30082,1,0,3.7,36,78,1606,200.0,8778,4,17
30083,1,0,3.7,14,78,120,400.0,8778,4,17
30084,1,1,4.0,126,27,2099,900.0,8778,4,17
30085,1,0,3.4,212,27,1924,800.0,8778,4,17
30086,1,0,3.8,117,27,1808,600.0,8778,4,17
30087,1,0,3.3,4,78,2457,400.0,8778,4,17
30088,1,0,3.9,201,78,119,300.0,8778,4,17
30089,1,0,3.8,278,78,388,200.0,8778,4,17
30090,1,0,3.4,8,78,317,350.0,8778,4,17
30091,0,0,3.5,16,78,1834,200.0,8778,4,17
30092,1,0,3.7,36,78,2489,250.0,8778,4,17
30093,1,1,3.7,21,27,100,700.0,8778,4,17
30094,1,0,3.4,29,27,1761,750.0,8778,4,17
30095,1,0,3.6,18,78,1580,350.0,8778,4,17
30096,1,0,3.6,42,19,644,600.0,8778,4,17
30097,1,0,4.2,289,78,7,400.0,8778,4,17
30098,0,0,4.1,357,78,952,500.0,8778,4,17
30099,1,0,3.8,24,19,739,700.0,8778,4,17
30100,1,0,2.7,73,27,880,600.0,8778,4,17
30101,1,0,3.3,9,78,502,300.0,8778,4,17
30102,1,0,3.3,12,78,1390,500.0,8778,4,17
30103,1,0,3.6,42,78,1215,400.0,8778,4,17
30104,1,0,3.7,67,78,2421,300.0,8778,4,17
30105,1,0,3.5,15,78,1304,400.0,8778,4,17
30106,0,0,3.4,6,78,1761,400.0,8778,4,17
30107,0,0,3.700448817952717,0,78,502,350.0,8778,4,17
30108,1,0,3.700448817952717,0,19,527,200.0,8778,4,17
30109,0,0,3.5,11,78,429,300.0,8778,4,17
30110,0,0,4.0,213,78,2181,555.4315664479959,8778,4,17
30111,0,0,3.700448817952717,0,78,12,300.0,8778,4,17
30112,1,0,3.9,100,78,2381,200.0,8778,4,17
30113,1,0,3.6,68,78,56,300.0,8778,4,17
30114,1,0,3.6,64,78,1565,400.0,8778,4,17
30115,1,0,3.8,62,78,1293,300.0,8778,4,17
30116,1,0,3.5,6,78,2152,400.0,8778,4,17
30117,0,0,3.700448817952717,0,78,435,400.0,8778,4,17
30118,1,0,3.4,24,78,1834,500.0,8778,4,17
30119,1,0,3.700448817952717,0,78,1714,600.0,8778,4,17
30120,1,0,3.1,18,27,1581,700.0,8778,4,17
30121,0,0,3.700448817952717,0,78,388,400.0,8778,4,17
30122,1,0,3.700448817952717,0,78,1761,200.0,8778,4,17
30123,1,0,3.8,377,78,2059,500.0,8778,4,17
30124,1,0,3.9,193,78,484,600.0,8778,4,17
30125,1,0,3.700448817952717,0,78,2469,200.0,8778,4,17
30126,0,0,3.4,4,78,2381,150.0,8778,4,17
30127,0,0,3.5,18,27,140,550.0,8778,4,17
30128,0,0,3.8,87,78,1215,250.0,8778,4,17
30129,1,0,3.8,8,78,2454,300.0,8778,4,17
30130,1,0,3.1,22,78,1834,400.0,8778,4,17
30131,1,0,3.5,106,93,1834,500.0,8778,4,17
30132,0,0,3.0,15,8,1761,1000.0,8778,4,17
30133,0,0,3.3,19,8,1976,600.0,8778,4,17
30134,1,0,3.6,34,27,2410,300.0,8778,4,17
30135,1,0,3.9,75,78,2211,200.0,8778,4,17
30136,1,0,3.7,61,78,1245,350.0,8778,4,17
30137,0,0,3.8,36,78,2381,200.0,8778,4,17
30138,1,0,3.8,883,78,2056,500.0,8778,4,17
30139,1,0,3.700448817952717,0,78,14,200.0,8778,4,17
30140,0,0,3.5,39,8,1346,1200.0,8778,4,17
30141,1,0,3.6,31,14,2590,150.0,8778,4,17
30142,0,0,3.1,18,78,1761,400.0,8778,4,17
30143,0,0,3.4,7,78,2537,150.0,8778,4,17
30144,0,0,3.700448817952717,0,78,343,300.0,8778,4,17
30145,1,0,3.7,26,78,482,400.0,8778,4,17
30146,0,0,3.3,6,78,429,300.0,8778,4,17
30147,0,0,3.700448817952717,0,78,1951,200.0,8778,4,17
